content,score,at,token,lemmatized,topic,factor_label
adalah yang diawasi ojk memberikan keamanan dan kenyamanan dalam bertransaksi proses pendaftarannya mudah dan fitur manajemen keuangannya membantu pengguna mengatur anggaran dengan baik,5,2024-09-28 16:18:42,"['diawasi', 'ojk', 'keamanan', 'kenyamanan', 'bertransaksi', 'proses', 'pendaftarannya', 'mudah', 'fitur', 'manajemen', 'keuangannya', 'membantu', 'pengguna', 'mengatur', 'anggaran']",awas ojk aman nyaman transaksi proses daftar mudah fitur manajemen uang bantu guna atur anggar,1_awas ojk_ojk aman_lindung ojk_ojk terpercaya,FAC_1
yang sangat membantu saya bebas biaya admin memiliki yang aman dan yang pasti sudah di awasi ojk,5,2024-09-26 7:20:53,"['membantu', 'bebas', 'biaya', 'admin', 'memiliki', 'aman', 'awasi', 'ojk']",bantu bebas biaya admin milik aman awas ojk,1_awas ojk_ojk aman_lindung ojk_ojk terpercaya,FAC_1
transaksi aman banget sudah dilindungi ojk,5,2025-01-01 2:00:20,"['transaksi', 'aman', 'banget', 'dilindungi', 'ojk']",transaksi aman banget lindung ojk,1_awas ojk_ojk aman_lindung ojk_ojk terpercaya,FAC_1
sudah berhasil seksa wajah di tapi kok harus ulang lagi ya atas nama muhammad alfareza,2,2024-10-31 4:45:37,"['berhasil', 'seksa', 'wajah', 'ulang', 'ya', 'nama', 'muhammad', 'alfareza']",hasil seksa wajah ulang ya nama muhammad alfareza,-1,Outlier
yang bagus dan aman di awasi ojk,5,2024-11-12 17:10:47,"['bagus', 'aman', 'awasi', 'ojk']",bagus aman awas ojk,1_awas ojk_ojk aman_lindung ojk_ojk terpercaya,FAC_1
belanja di indomaret alfamart pakai qris masih belum bisa tolong di bantu dan di percepat belanja di alfamart sama indomaret pakai qris bisa agar mudah belanja pakai qris terima kasih s,2,2024-04-27 7:22:35,"['belanja', 'indomaret', 'alfamart', 'pakai', 'qris', 'tolong', 'bantu', 'percepat', 'belanja', 'alfamart', 'indomaret', 'pakai', 'qris', 'mudah', 'belanja', 'pakai', 'qris', 'terima', 'kasih', 's']",belanja indomaret alfamart pakai qris tolong bantu cepat belanja alfamart indomaret pakai qris mudah belanja pakai qris terima kasih s,0_belanja mudah_mudah belanja_belanja bayar_kupon gratis,FAC_8
bank memiliki yang aman dan dilindungi oleh ojk,5,2024-11-01 5:59:15,"['bank', 'memiliki', 'aman', 'dilindungi', 'ojk']",bank milik aman lindung ojk,1_awas ojk_ojk aman_lindung ojk_ojk terpercaya,FAC_1
saya dapat limit 3 juta di bank dan dana instan bisa di tarik 45 tapi pas saya klik pengajuan dana instan kok tidak bisa ya diklik tidak timbul cicilan berapa mohon dibantu sudah di email belum ada balasan akun atas nama hasbi alex munanda,5,2022-05-09 14:20:56,"['limit', '3', 'juta', 'bank', 'dana', 'instan', 'tarik', '45', 'pas', 'klik', 'pengajuan', 'dana', 'instan', 'ya', 'diklik', 'timbul', 'cicilan', 'mohon', 'dibantu', 'email', 'balasan', 'akun', 'nama', 'hasbi', 'alex', 'munanda']",limit 3 juta bank dana instan tarik 45 pas klik aju dana instan ya klik timbul cicil mohon bantu email balas akun nama hasbi alex munanda,-1,Outlier
semakin mudah bertransaksi menggunakan bank dan sangat mudah di cairkan,5,2024-07-27 8:08:41,"['mudah', 'bertransaksi', 'bank', 'mudah', 'cairkan']",mudah transaksi bank mudah cair,4_transaksi mudah_dompet digital_digital dompet_mudah transaksi,FAC_7
parah tidak becus bikin mau lunasi saja bahkan loading tidak masuk ke menu jangan salahkan saya apabila terlambat bayar akibat nya,1,2024-08-10 15:57:38,"['parah', 'becus', 'bikin', 'lunasi', 'loading', 'masuk', 'menu', 'salahkan', 'terlambat', 'bayar', 'akibat', 'nya']",parah becus bikin lunas loading masuk menu salah lambat bayar akibat nya,-1,Outlier
baru tahu ada aplikasi bank baru dia memiliki fitur dan manfaat yang banyak seperti bebas biaya transfer atau gratis transfer bank juga punya lo bukan pinjol tidak jelas dan dilindungi ojk produk grow punya bunga besar dan bisa ditarik kapanpun fleksible sudah pasti aman diawasi ojk gratis biaya admin transfer ke bank manapun oh ya satu lagi guys fitur yang tidak kalah menarik gratis biaya admin bayar tagihan pulsa pln paket data,5,2024-08-25 14:13:36,"['aplikasi', 'bank', 'memiliki', 'fitur', 'manfaat', 'bebas', 'biaya', 'transfer', 'gratis', 'transfer', 'bank', 'lo', 'pinjol', 'dilindungi', 'ojk', 'produk', 'grow', 'bunga', 'ditarik', 'fleksible', 'aman', 'diawasi', 'ojk', 'gratis', 'biaya', 'admin', 'transfer', 'bank', 'manapun', 'oh', 'ya', 'guys', 'fitur', 'kalah', 'menarik', 'gratis', 'biaya', 'admin', 'bayar', 'tagihan', 'pulsa', 'pln', 'paket', 'data']",aplikasi bank milik fitur manfaat bebas biaya transfer gratis transfer bank lo pinjol lindung ojk produk grow bunga tarik fleksible aman awas ojk gratis biaya admin transfer bank mana oh ya guys fitur kalah tarik gratis biaya admin bayar tagih pulsa pln paket data,5_gratis transfer_aman gratis_transfer gratis_ojk gratis,FAC_1
percuma di unduh juga kalau tidak di kasih buat apa coba ngabisin memory saja mending di hapus masih banyak aplikasi yang lain buat transaksi,1,2024-07-20 7:55:07,"['unduh', 'kasih', 'coba', 'ngabisin', 'memory', 'mending', 'hapus', 'aplikasi', 'transaksi']",unduh kasih coba ngabisin memory mending hapus aplikasi transaksi,-1,Outlier
bunga yang tidak ngotak mau bayar makan pakai tidak pakai cicilan bunganya 6 dong lintah darat,1,2024-10-11 3:16:57,"['bunga', 'ngotak', 'bayar', 'makan', 'pakai', 'pakai', 'cicilan', 'bunganya', '6', 'lintah', 'darat']",bunga ngotak bayar makan pakai pakai cicil bunga 6 lintah darat,6_cicil bayar_bayar cicil_cicil lunas_ngikutin bayar,FAC_8
tidak mungkin ragu kalau pakai sudah pasti aman karena diawasi ojk,5,2024-10-27 1:10:25,"['ragu', 'pakai', 'aman', 'diawasi', 'ojk']",ragu pakai aman awas ojk,1_awas ojk_ojk aman_lindung ojk_ojk terpercaya,FAC_1
tidak jelas iming pinjaman tunai sudah isi data dengan benar tapi tidak dapat limit,1,2024-08-22 8:36:05,"['iming', 'pinjaman', 'tunai', 'isi', 'data', 'limit']",iming pinjam tunai isi data limit,-1,Outlier
pengajuan yang kesekian kali masih di tolak tidak dapat limit,4,2024-10-18 8:07:37,"['pengajuan', 'kesekian', 'kali', 'tolak', 'limit']",aju sekian kali tolak limit,14_limit_limit pas_limit limit_limit pakai,FAC_9
bank bagus sih tidak ada biaya admin ataupun fee transfer punya yang bisa di pakai buat beli barang yang diperlukan terbaik sih,5,2024-09-04 1:58:04,"['bank', 'bagus', 'sih', 'biaya', 'admin', 'fee', 'transfer', 'pakai', 'beli', 'barang', 'terbaik', 'sih']",bank bagus sih biaya admin fee transfer pakai beli barang baik sih,5_gratis transfer_aman gratis_transfer gratis_ojk gratis,FAC_1
bank ini sudah gratis admin loh aku sebagai pengguna lama juga merasa betah banget sama bank selain itu disini juga aman,5,2024-09-03 8:41:00,"['bank', 'gratis', 'admin', 'loh', 'pengguna', 'betah', 'banget', 'bank', 'aman']",bank gratis admin loh guna betah banget bank aman,5_gratis transfer_aman gratis_transfer gratis_ojk gratis,FAC_1
bank mempunyai yang aman karena di lindungi oleh ojk,5,2024-12-17 18:08:33,"['bank', 'aman', 'lindungi', 'ojk']",bank aman lindung ojk,1_awas ojk_ojk aman_lindung ojk_ojk terpercaya,FAC_1
yang saya suka dari bank adalah karena sudah dilindungi oleh ojk bukan pinjol yang ilegal ya dan gratis biaya admin ke semua bank,5,2024-09-04 7:20:59,"['suka', 'bank', 'dilindungi', 'ojk', 'pinjol', 'ilegal', 'ya', 'gratis', 'biaya', 'admin', 'bank']",suka bank lindung ojk pinjol ilegal ya gratis biaya admin bank,1_awas ojk_ojk aman_lindung ojk_ojk terpercaya,FAC_1
aman dilindungi oleh ojk nikmati promo nya,5,2024-12-15 17:24:20,"['aman', 'dilindungi', 'ojk', 'nikmati', 'promo', 'nya']",aman lindung ojk nikmat promo nya,1_awas ojk_ojk aman_lindung ojk_ojk terpercaya,FAC_1
yang benar saja di kasih limit cuma 1 rupiah,3,2024-12-17 22:34:19,"['kasih', 'limit', '1', 'rupiah']",kasih limit 1 rupiah,8_limit 1jt_limit 3jt_limit juta_juta limit,FAC_9
dari bank adalah solusi keuangan inovatif yang memudahkan pengguna untuk bertransaksi secara fleksibel tanpa harus membayar langsung,5,2024-12-09 17:45:19,"['bank', 'solusi', 'keuangan', 'inovatif', 'memudahkan', 'pengguna', 'bertransaksi', 'fleksibel', 'membayar', 'langsung']",bank solusi uang inovatif mudah guna transaksi fleksibel bayar langsung,-1,Outlier
pakai bank senang banget bebas biaya admin tidak perlu takut kalau mau transfer ke orang lain apalagi disini tidak abal diawasi sama ojk mantap deh pokoknya,5,2024-10-22 1:29:40,"['pakai', 'bank', 'senang', 'banget', 'bebas', 'biaya', 'admin', 'takut', 'transfer', 'orang', 'abal', 'diawasi', 'ojk', 'mantap', 'deh', 'pokoknya']",pakai bank senang banget bebas biaya admin takut transfer orang abal awas ojk mantap deh pokok,1_awas ojk_ojk aman_lindung ojk_ojk terpercaya,FAC_1
semoga mamfaat luas cuma di sayangkan limit terlalu besar dengan nominal syarat terlalu sulit di sarankan dengan limit standar tapi syarat mudah seperti tetangga sebelah kecuali untuk dana instan oke saja,5,2022-05-28 9:51:28,"['semoga', 'mamfaat', 'luas', 'sayangkan', 'limit', 'nominal', 'syarat', 'sulit', 'sarankan', 'limit', 'standar', 'syarat', 'mudah', 'tetangga', 'sebelah', 'kecuali', 'dana', 'instan', 'oke']",moga mamfaat luas sayang limit nominal syarat sulit saran limit standar syarat mudah tetangga belah kecuali dana instan oke,-1,Outlier
bank emangg terbaik bisa bebas biaya admin transfer kemanapun dan punya yang aman pokoknya bank ter terbaik,5,2024-10-06 0:34:22,"['bank', 'emangg', 'terbaik', 'bebas', 'biaya', 'admin', 'transfer', 'kemanapun', 'aman', 'pokoknya', 'bank', 'ter', 'terbaik']",bank emangg baik bebas biaya admin transfer mana aman pokok bank ter baik,5_gratis transfer_aman gratis_transfer gratis_ojk gratis,FAC_1
di sangat aman karena diawasi oleh ojk,5,2025-01-03 0:22:30,"['aman', 'diawasi', 'ojk']",aman awas ojk,1_awas ojk_ojk aman_lindung ojk_ojk terpercaya,FAC_1
bank memiliki fitur yang tentunya sangat aman,5,2024-08-07 12:20:22,"['bank', 'memiliki', 'fitur', 'aman']",bank milik fitur aman,12_aman aman_aman_aman milik_amann aman,FAC_1
bodong transaksi besar tapi limit tidak bisa ahadeh mending seabank bank isu bohong pemberi harapan palsu,1,2024-11-19 12:25:24,"['bodong', 'transaksi', 'limit', 'ahadeh', 'mending', 'seabank', 'bank', 'isu', 'bohong', 'pemberi', 'harapan', 'palsu']",bodong transaksi limit ahadeh mending seabank bank isu bohong beri harap palsu,0_belanja mudah_mudah belanja_belanja bayar_kupon gratis,FAC_8
bank memberikan kemudahan bagi nasabah dengan bebas biaya transfer memungkinkan transaksi ke bank manapun tanpa dikenakan biaya admin selain itu bank juga menawarkan layanan yang aman dan terpercaya dilindungi oleh ojk sehingga berbeda dengan pinjaman daring ilegal yang tidak jelas produk grow memberikan fleksibilitas yang luar biasa dengan suku bunga besar dan dapat melakukan penarikan dana kapan saja sesuai kebutuhan semua layanan ini diawasi,5,2024-09-17 3:03:53,"['bank', 'kemudahan', 'nasabah', 'bebas', 'biaya', 'transfer', 'transaksi', 'bank', 'manapun', 'dikenakan', 'biaya', 'admin', 'bank', 'menawarkan', 'layanan', 'aman', 'terpercaya', 'dilindungi', 'ojk', 'berbeda', 'pinjaman', 'daring', 'ilegal', 'produk', 'grow', 'fleksibilitas', 'suku', 'bunga', 'penarikan', 'dana', 'sesuai', 'kebutuhan', 'layanan', 'diawasi']",bank mudah nasabah bebas biaya transfer transaksi bank mana kena biaya admin bank tawar layan aman terpercaya lindung ojk beda pinjam daring ilegal produk grow fleksibilitas suku bunga tarik dana sesuai butuh layan awas,5_gratis transfer_aman gratis_transfer gratis_ojk gratis,FAC_1
aman banget karena dilindungi ojk dan yang pasti bukan pinjol tidak jelas guys,5,2024-11-01 12:11:55,"['aman', 'banget', 'dilindungi', 'ojk', 'pinjol', 'guys']",aman banget lindung ojk pinjol guys,29_lindung ojk_pinjol lindung_ojk aman_ojk,FAC_1
bank punya yang aman dan terpercaya dan aman di awasi oleh ojk,5,2024-10-21 6:10:29,"['bank', 'aman', 'terpercaya', 'aman', 'awasi', 'ojk']",bank aman terpercaya aman awas ojk,1_awas ojk_ojk aman_lindung ojk_ojk terpercaya,FAC_1
ruwet ya ada not untuk bahkan ditolak,3,2024-11-05 7:30:45,"['ruwet', 'ya', 'not', 'ditolak']",ruwet ya not tolak,23_mantap susah_pakai susah_later susah_susah pakai,FAC_3
enaknya pakai bank itu tidak ada biaya adminya praktis dan aman karena sudah terlindungi ojk,5,2024-11-11 23:47:06,"['enaknya', 'pakai', 'bank', 'biaya', 'adminya', 'praktis', 'aman', 'terlindungi', 'ojk']",enak pakai bank biaya adminya praktis aman lindung ojk,1_awas ojk_ojk aman_lindung ojk_ojk terpercaya,FAC_1
memberikan limit 95 perak buat apa uang segitu,1,2024-11-11 11:03:41,"['limit', '95', 'perak', 'uang', 'segitu']",limit 95 perak uang segitu,8_limit 1jt_limit 3jt_limit juta_juta limit,FAC_9
aplikasi nya bagus tampilannya juga keren terdaftar dan di awasi ojk juga jadi tidak perlu hawatir kalau ngajuin paylater,5,2024-12-20 3:31:21,"['aplikasi', 'nya', 'bagus', 'tampilannya', 'keren', 'terdaftar', 'awasi', 'ojk', 'hawatir', 'ngajuin', 'paylater']",aplikasi nya bagus tampil keren daftar awas ojk hawatir ngajuin paylater,1_awas ojk_ojk aman_lindung ojk_ojk terpercaya,FAC_1
merasa terganggu di telponin terus katanya nawarin pas sudah daftar tidak bisa paylaternya dasar penipu tidak usahlah nelpon kalau tidak penting jangan nelponin terus kalau tidak mau,1,2025-01-06 8:36:46,"['terganggu', 'telponin', 'nawarin', 'pas', 'daftar', 'paylaternya', 'dasar', 'penipu', 'usahlah', 'nelpon', 'nelponin']",ganggu telponin nawarin pas daftar paylaternya dasar tipu usah nelpon nelponin,2_telpon layan_spam sms_telepon_telpon,FAC_10
limit gede tapi tidak pernah bisa di pakai buat apa pembayaran tidak pernah meleset useless,1,2024-12-25 20:10:39,"['limit', 'gede', 'pakai', 'pembayaran', 'meleset', 'useless']",limit gede pakai bayar meleset useless,8_limit 1jt_limit 3jt_limit juta_juta limit,FAC_9
yang membantu saya dalam ajukan proses mendapatkan limit lewat bank mudah karena saya pengguna lama jadi dapat limit lumayan,5,2024-12-12 1:26:38,"['membantu', 'ajukan', 'proses', 'limit', 'bank', 'mudah', 'pengguna', 'limit', 'lumayan']",bantu ajuk proses limit bank mudah guna limit lumayan,8_limit 1jt_limit 3jt_limit juta_juta limit,FAC_9
bagus banget gratis biaya admin punya yang aman,5,2024-12-27 2:28:22,"['bagus', 'banget', 'gratis', 'biaya', 'admin', 'aman']",bagus banget gratis biaya admin aman,5_gratis transfer_aman gratis_transfer gratis_ojk gratis,FAC_1
nah begini mantap nih bisa sekali buat ajukan limit lewat bank jadi pas banget lagi butuh saya,5,2024-12-14 1:46:36,"['mantap', 'nih', 'ajukan', 'limit', 'bank', 'pas', 'banget', 'butuh']",mantap nih ajuk limit bank pas banget butuh,14_limit_limit pas_limit limit_limit pakai,FAC_9
bank benar membantu banget karena punya yang aman selain itu juga produk grow punya bunga besar yang bisa ditarik kapan saja dan dimana saja bank,5,2024-06-07 14:54:42,"['bank', 'membantu', 'banget', 'aman', 'produk', 'grow', 'bunga', 'ditarik', 'dimana', 'bank']",bank bantu banget aman produk grow bunga tarik mana bank,7_bunga mahal_bunga rendah_bunga biaya_pinjam bunga,FAC_7
bagus untuk nyimpan uang ada juga bunga rendah,5,2024-12-21 1:24:56,"['bagus', 'nyimpan', 'uang', 'bunga', 'rendah']",bagus nyimpan uang bunga rendah,7_bunga mahal_bunga rendah_bunga biaya_pinjam bunga,FAC_7
yang terpercaya membantu banget gratis biaya admin,5,2024-09-20 2:59:48,"['terpercaya', 'membantu', 'banget', 'gratis', 'biaya', 'admin']",terpercaya bantu banget gratis biaya admin,5_gratis transfer_aman gratis_transfer gratis_ojk gratis,FAC_1
bank bukan tempat pinjol bank juga punya yang aman biaya admin juga gratis,5,2024-08-17 5:57:37,"['bank', 'pinjol', 'bank', 'aman', 'biaya', 'admin', 'gratis']",bank pinjol bank aman biaya admin gratis,5_gratis transfer_aman gratis_transfer gratis_ojk gratis,FAC_1
kenapa alo bank tidak bisa untuk pengajuan apa saya uninstall saja ya,2,2024-08-15 4:59:53,"['alo', 'bank', 'pengajuan', 'uninstall', 'ya']",alo bank aju uninstall ya,-1,Outlier
aplikasi bank ini rekomendasi banget bebas biaya transfer dan punya yang aman,5,2024-08-11 10:16:36,"['aplikasi', 'bank', 'rekomendasi', 'banget', 'bebas', 'biaya', 'transfer', 'aman']",aplikasi bank rekomendasi banget bebas biaya transfer aman,5_gratis transfer_aman gratis_transfer gratis_ojk gratis,FAC_1
keren bank punya yang aman dan juga bebas biaya transfer keren bank,5,2024-08-06 10:25:04,"['keren', 'bank', 'aman', 'bebas', 'biaya', 'transfer', 'keren', 'bank']",keren bank aman bebas biaya transfer keren bank,5_gratis transfer_aman gratis_transfer gratis_ojk gratis,FAC_1
di bank ini benar aman karena semua prosesnya diawasi oleh ojk jadi kamu bisa bertransaksi dengan penuh rasa percaya diri tanpa takut ada masalah di kemudian hari,5,2024-08-16 0:27:55,"['bank', 'aman', 'prosesnya', 'diawasi', 'ojk', 'bertransaksi', 'penuh', 'percaya', 'takut']",bank aman proses awas ojk transaksi penuh percaya takut,1_awas ojk_ojk aman_lindung ojk_ojk terpercaya,FAC_1
akhirnya bank punya aku sudah coba dan cocok pakenya aman diawasi ojk,5,2024-09-16 1:28:22,"['bank', 'coba', 'cocok', 'pakenya', 'aman', 'diawasi', 'ojk']",bank coba cocok pakenya aman awas ojk,1_awas ojk_ojk aman_lindung ojk_ojk terpercaya,FAC_1
bank rekomendasi banget punya yang aman dan terjamin sudah dipantau ojk juga dan banyak fitur biaya gratis admin enak poll,5,2024-09-15 21:48:03,"['bank', 'rekomendasi', 'banget', 'aman', 'terjamin', 'dipantau', 'ojk', 'fitur', 'biaya', 'gratis', 'admin', 'enak', 'poll']",bank rekomendasi banget aman jamin pantau ojk fitur biaya gratis admin enak poll,1_awas ojk_ojk aman_lindung ojk_ojk terpercaya,FAC_1
pelayanan pelanggan nelpon mulu sehari 1 kali nyuruh aktifin udahlah mending yang pasti saja dana atau seabank sudah banyak yang kenal,1,2024-09-27 11:14:47,"['pelayanan', 'pelanggan', 'nelpon', 'mulu', 'sehari', '1', 'kali', 'nyuruh', 'aktifin', 'udahlah', 'mending', 'dana', 'seabank', 'kenal']",layan langgan nelpon mulu hari 1 kali nyuruh aktifin udahlah mending dana seabank kenal,-1,Outlier
bank ini yng rekomendasi banget deh buat yng pertama kali mencoba benrkeren parah,5,2024-09-27 17:15:05,"['bank', 'yng', 'rekomendasi', 'banget', 'deh', 'yng', 'kali', 'mencoba', 'benrkeren', 'parah']",bank yng rekomendasi banget deh yng kali coba benrkeren parah,23_mantap susah_pakai susah_later susah_susah pakai,FAC_3
bank sudah pasti aman karena diawasi langsung oleh ojk dan mempunyai yang sangat aman,5,2024-08-15 6:42:21,"['bank', 'aman', 'diawasi', 'langsung', 'ojk', 'aman']",bank aman awas langsung ojk aman,1_awas ojk_ojk aman_lindung ojk_ojk terpercaya,FAC_1
